id,_total_events_param,_false_alarm_pct_param,_malicious_count_param,_benign_count_param,_false_alarm_count_param,timestamp,src_host,dst_host,src_ip,dst_ip,src_subnet,dst_subnet,proto,sport,dport,service,duration,bytes,packets,sttl,dttl,state,sloss,dloss,ct_src_dport_ltm,ct_dst_src_ltm,attack_cat,label,_unsw_row_id,scenario_name,_source,phase
12,30,0.15,7,19,4,405.0535528810336,Enterprise2,external_OpHost1,10.0.2.12,OpHost1,Subnet 2 (Enterprise),External,tcp,16189,5000,-,1.938264,68809,74,254,252,FIN,27,1,1,1,Fuzzers,Malicious,117734,passwd_gzip_scp,UNSW_actual,progression
13,30,0.15,7,19,4,500.26535969683863,Enterprise2,external_Enterprise2,10.0.2.12,Enterprise2,Subnet 2 (Enterprise),External,udp,15441,53,dns,9e-06,114,2,254,0,INT,0,0,17,22,Generic,Malicious,130187,passwd_gzip_scp,UNSW_actual,progression
14,30,0.15,7,19,4,602.9825647602997,Enterprise2,external_OpHost2,10.0.2.12,OpHost2,Subnet 2 (Enterprise),External,ipnip,32080,5000,-,4e-06,180,2,254,0,INT,0,0,4,3,Exploits,Malicious,105738,passwd_gzip_scp,UNSW_actual,progression
15,30,0.15,7,19,4,609.2745843380148,Enterprise2,external_9,10.0.2.12,203.0.45.116,Subnet 2 (Enterprise),External,tcp,26240,20484,smtp,1.1970249000000002,200,10,64,64,CON,0,0,1,1,Normal,False Alarm,-1,unknown,synthetic_false_alarm_type1,
16,30,0.15,7,19,4,759.7482665666928,Enterprise2,external_Enterprise1,10.0.2.12,Enterprise1,Subnet 2 (Enterprise),External,udp,48773,53,dns,2e-06,114,2,254,0,INT,0,0,16,31,Generic,Malicious,120761,passwd_gzip_scp,UNSW_actual,progression
17,30,0.15,7,19,4,908.1741222090483,external_external_52,external_scp_1,external_52,203.0.64.232,External,External,tcp,62042,20,ftp-data,1.690982,1188,16,62,252,FIN,1,2,1,3,Exploits,Malicious,166245,passwd_gzip_scp,UNSW_actual,objective
18,30,0.15,7,19,4,1053.3066093306104,external_Enterprise1,external_scp_1,Enterprise1,203.0.64.232,External,External,arp,8982,5000,-,0.0,46,1,0,0,INT,0,0,4,4,Normal,Malicious,113999,passwd_gzip_scp,UNSW_actual,objective
19,30,0.15,7,19,4,1203.8992558068367,Enterprise2,User2,10.0.2.12,10.0.1.12,Subnet 2 (Enterprise),Subnet 1 (User),tcp,44624,80,http,0.5,500,5,31,29,FIN,7,18,1,1,Normal,Benign,20143,passwd_gzip_scp,UNSW_benign,
20,30,0.15,7,19,4,1209.6716376833465,Enterprise2,external_33,10.0.2.12,203.0.46.65,Subnet 2 (Enterprise),External,tcp,64664,49052,http,0.1,200,10,64,64,CON,0,0,1,1,Normal,False Alarm,-1,unknown,synthetic_false_alarm_type1,
21,30,0.15,7,19,4,1293.2876998870688,Enterprise2,external_60,10.0.2.12,203.0.135.59,Subnet 2 (Enterprise),External,tcp,52118,3389,rdp,30.0,5000,50,254,252,FIN,2,1,1,7,Normal,Benign,42707,passwd_gzip_scp,UNSW_benign,
22,30,0.15,7,19,4,1401.9567270675761,Enterprise2,OpHost2,10.0.2.12,10.0.3.12,Subnet 2 (Enterprise),Subnet 3 (Operational),tcp,60640,80,http,0.5,500,5,62,252,CON,2,1,4,8,Normal,Benign,47118,passwd_gzip_scp,UNSW_benign,
23,30,0.15,7,19,4,1404.1503099107952,Enterprise2,external_64,10.0.2.12,203.0.141.229,Subnet 2 (Enterprise),External,udp,18006,53,dns,0.63712,50,1,62,252,FIN,2,2,1,3,Normal,Benign,44847,passwd_gzip_scp,UNSW_benign,
24,30,0.15,7,19,4,1460.3726031366891,User2,external_56,10.0.1.12,203.0.107.12,Subnet 1 (User),External,tcp,1236,25,smtp,1.0,132755,265,64,64,CON,0,0,1,1,Normal,False Alarm,-1,unknown,synthetic_false_alarm_type2,
25,30,0.15,7,19,4,1484.749436634746,User4,external_97,10.0.1.14,203.0.68.219,Subnet 1 (User),External,tcp,43030,53,dns,1.0,150245,300,64,64,CON,0,0,1,1,Normal,False Alarm,-1,unknown,synthetic_false_alarm_type2,
26,30,0.15,7,19,4,1553.5594103255453,User1,Enterprise1,10.0.1.11,10.0.2.11,Subnet 1 (User),Subnet 2 (Enterprise),tcp,52982,3389,rdp,30.0,5000,50,31,29,CON,0,0,2,2,Normal,Benign,29645,passwd_gzip_scp,UNSW_benign,
27,30,0.15,7,19,4,1618.883636992936,Enterprise1,Enterprise2,10.0.2.11,10.0.2.12,Subnet 2 (Enterprise),Subnet 2 (Enterprise),tcp,50540,80,http,0.840007,500,5,31,29,FIN,19,174,1,5,Normal,Benign,7620,passwd_gzip_scp,UNSW_benign,
28,30,0.15,7,19,4,1683.4915510996848,Enterprise0,external_57,10.0.2.10,203.0.13.150,Subnet 2 (Enterprise),External,tcp,7616,22,ssh_admin,10.0,200,10,254,0,INT,0,0,1,2,Normal,Benign,43666,passwd_gzip_scp,UNSW_benign,
29,30,0.15,7,19,4,1685.658274006696,User0,User4,10.0.1.10,10.0.1.14,Subnet 1 (User),Subnet 1 (User),tcp,9621,3389,rdp,30.0,5000,50,254,0,INT,0,0,3,6,Normal,Benign,100584,passwd_gzip_scp,UNSW_benign,
30,30,0.15,7,19,4,1774.3278433240687,Enterprise2,Enterprise1,10.0.2.12,10.0.2.11,Subnet 2 (Enterprise),Subnet 2 (Enterprise),tcp,65057,80,http,0.5,500,5,31,29,CON,0,0,1,3,Normal,Benign,40374,passwd_gzip_scp,UNSW_benign,
